gene	twas_z	twas_p	twas_fdr	reference_tissue	n_model_snps	model_class	magma_overlap	current_exemplar_gene	interpretation_class	notes
TGFBR1	0.309948652982712	0.756600003645134	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
IL17RE	0.309685677289963	0.756799995554337	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CARHSP1	-0.309554189443588	0.756899997617707	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PPM1M	0.309554189443588	0.756899997617707	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RAI1	-0.309159755706787	0.757200005554979	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RYR1	0.309028297662735	0.757300001219685	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TRPC3	0.308896839618683	0.757400000946723	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PGP	0.308633953332901	0.757599989908707	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC02021	-0.308486834931707	0.757711916318621	0.954381850055071	GTEx_v8_Kidney_Cortex	2	multi_snp_model	no	no	not_fdr_supported	proxy only
C10orf71	0.308371067047119	0.75779999509758	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MLEC	-0.30797678232193	0.758099999262804	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC00941	0.3078453540802	0.75820000874927	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
RAB37	0.307582557201386	0.758399994499545	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ANKRD7	-0.307319760322571	0.758599996415669	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MIR7-3HG	-0.307056993246079	0.75879999180129	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
CCDC173	-0.307056993246079	0.75879999180129	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
COBL	-0.307056993246079	0.75879999180129	0.954381850055071	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
VTA1	0.306662857532501	0.759100003789716	0.954557849556744	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TIGD3	0.305874764919281	0.759700000362971	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TEX29	-0.305743426084518	0.759800006299955	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ATP9B	0.305086851119995	0.760300005402247	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CTD-3116E22.8	0.304824262857437	0.760500001321521	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
OVCH2	0.304692983627319	0.760599993935177	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TRAT1	-0.304692983627319	0.760599993935177	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC01497	-0.304561704397202	0.760699990548604	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
APLP1	0.303249150514603	0.761699994644445	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HACE1	0.302855491638184	0.761999991809629	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CDC34	-0.302724272012711	0.762099998815291	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CCDC163	-0.302165983575557	0.762525534091201	0.955000069687991	GTEx_v8_Kidney_Cortex	2	multi_snp_model	no	no	not_fdr_supported	proxy only
ANXA9	0.301937103271484	0.762700010624894	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RABGEF1	0.301805943250656	0.762799999961784	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
EIF3D	-0.301412463188171	0.763099991715061	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
COPS3	0.301281303167343	0.763199996875144	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
DMXL2	0.301019012928009	0.763399996323883	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HRG	0.301019012928009	0.763399996323883	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
AP001372.2	0.300887882709503	0.763499990607618	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
CCR6	0.300887882709503	0.763499990607618	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LIPT2	0.300887882709503	0.763499990607618	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NIM1K	0.300887882709503	0.763499990607618	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NME8	-0.300494492053986	0.763799997124975	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SLC35F2	-0.300494492053986	0.763799997124975	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
GBP3	0.300101161003113	0.764099993645126	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PSMD3	0.299970060586929	0.764199992779345	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
GON7	0.299576789140701	0.764499991036356	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
WTH3DI	-0.299576789140701	0.764499991036357	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
CNN2	0.299445688724518	0.76460000589095	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LINC01914	0.299262079049489	0.764740085997024	0.955000069687991	GTEx_v8_Kidney_Cortex	2	multi_snp_model	no	no	not_fdr_supported	proxy only
ARL14EP	0.298921436071396	0.764999990858585	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
EGR2	-0.298790365457535	0.765100002584381	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
DRG1	0.298790365457535	0.765100002584381	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
EI24	0.29841052366843	0.765389858034456	0.955000069687991	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
PMP2	0.298397243022919	0.765399993026138	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SLC25A15	0.298135161399841	0.765600006208216	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
GLIS3	-0.297873139381409	0.765799989525196	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
IRF5	0.297873139381409	0.765799989525196	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
C7orf50	-0.29748010635376	0.766099993763953	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
OBSL1	0.297349095344543	0.766200002974158	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
AGXT2	0.29721811413765	0.766299993329021	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
AK4	-0.296825140714645	0.766600010497579	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-81H14.2	0.296825140714645	0.766600010497579	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
RP11-180I4.4	-0.296432256698608	0.766899994393444	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ADAM8	-0.296301305294037	0.766999989205897	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CDC5L	-0.296170324087143	0.767100010656783	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NOL6	0.296102436785396	0.767151853104739	0.955000069687991	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
EXTL3	-0.295646578073502	0.767499998674614	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NPY1R	-0.295646578073502	0.767499998674614	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
NPY5R	0.295646578073502	0.767499998674614	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
IFNGR1	0.295253813266754	0.767799996194938	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SHISA4	0.295122891664505	0.767900003101871	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
WRB	-0.295122891664505	0.767900003101871	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
HEMGN	-0.294991999864578	0.767999991106563	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CCT2	-0.294861078262329	0.768100005739326	0.955000069687991	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TMEM184B	-0.294439843784139	0.76842182459508	0.95502043240028	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
CD300E	-0.294075787067413	0.768699992382089	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MARVELD1	-0.293552339076996	0.76909999974761	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
BAK1	0.293421477079392	0.769200011197529	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
C19orf73	-0.29329064488411	0.769300003709959	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP13-20L14.1	-0.293159812688828	0.769400000059361	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
BLOC1S5	-0.293017734944859	0.769508595837611	0.95502043240028	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
GOPC	0.292767345905304	0.769699989332486	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
LTF	-0.292767345905304	0.769699989332486	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SDS	-0.292374908924103	0.769999990292912	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CRYBG3	0.292113304138184	0.770199994869667	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SOCS4	0.291851729154587	0.770399991943637	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
WDHD1	0.291851729154587	0.770399991943637	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
BMT2	-0.291720926761627	0.77050000760124	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
TSNAXIP1	0.291459381580353	0.770700004784283	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SPATA32	-0.290936350822449	0.771099999289935	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RBM26	0.290805608034134	0.771199996034239	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
WDR93	0.290805608034134	0.771199996034239	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
BACE2	0.290544122457504	0.771400000927348	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PDK1	0.290413379669189	0.771500009073024	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RAB11FIP5	-0.290397859746808	0.771511880868382	0.95502043240028	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
METTL3	0.290151953697205	0.771699991157509	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
AC073257.2	0.29002121090889	0.771800010688739	0.95502043240028	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ZNF257	-0.289629101753235	0.772100000823564	0.955193424255376	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CDC26	0.289367705583572	0.772300005576271	0.955242674393549	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RIDA	-0.288975656032562	0.772600006858407	0.955341084905297	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
POPDC3	-0.288845002651215	0.772699992033917	0.955341084905297	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
OXT	-0.288322359323502	0.773099993264712	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
FARSA	-0.288061052560806	0.773300005085394	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
AC026188.1	-0.287799775600433	0.773500009147851	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
MFAP1	-0.287669152021408	0.773600005412347	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-707G18.1	0.287538528442383	0.773700005434412	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
MOCOS	-0.286775421896301	0.774284283333023	0.955410041410077	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
DBNL	-0.286754906177521	0.774299993104091	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SLC41A3	0.286624312400818	0.77439999656003	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ACTR10	0.286363154649735	0.774599991876794	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-158H5.8	-0.286101996898651	0.774800002150959	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
UTP4	-0.286101996898651	0.774800002150959	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
GDPGP1	0.285971432924271	0.774900001480097	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TMEM94	-0.285449236631393	0.77529999045997	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RSF1	0.285318672657013	0.775400008440758	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RPL14	-0.285318672657013	0.775400008440758	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TARBP1	-0.285318672657013	0.775400008440758	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HIST1H2BF	0.285057604312897	0.775600009914549	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
PINLYP	-0.284927099943161	0.775699993401022	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
C9orf40	0.284796565771103	0.77580000343914	0.955410041410077	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
GPD2	-0.284013539552689	0.77640000465814	0.95587726470161	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ITGAV	0.283883064985275	0.776499995004964	0.95587726470161	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PCAT1	-0.283491611480713	0.776800011103389	0.95604921903189	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
BATF3	-0.282056748867035	0.777899996666171	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
CNOT8	0.282056748867035	0.777899996666171	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RPS3A	0.281665503978729	0.778200007765257	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RPL9	0.281013548374176	0.778700008283538	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZNF653	-0.280492067337036	0.779100010656298	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SERPINC1	0.280361711978912	0.779200008964882	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SLC39A5	0.280101031064987	0.779399993680424	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
TELO2	0.279923627526043	0.779536099437962	0.956553383190776	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
CHDH	-0.279840350151062	0.779599992998782	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MT1M	0.279579669237137	0.77980000690743	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
EXOC4	0.279449343681335	0.779900007895078	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
MPRIP	0.279182337872458	0.780104897309024	0.956553383190776	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
RP11-563J2.3	0.279058396816254	0.780200009833271	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
ZSCAN20	-0.278667509555817	0.780499998756104	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZNF428	0.278667509555817	0.780499998756104	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HIST1H2BJ	0.27788582444191	0.781100005961408	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
CYTL1	-0.27788582444191	0.781100005961408	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
HIST1H2AG	0.27788582444191	0.781100005961408	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
PLEKHB1	0.277755558490753	0.781200008404562	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
SDHAF4	0.277755558490753	0.781200008404562	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ANXA11	0.277495056390762	0.781400001263705	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
AGO4	0.277336779466083	0.781521520799384	0.956553383190776	GTEx_v8_Kidney_Cortex	2	multi_snp_model	yes	no	not_fdr_supported	proxy only
SETX	-0.277234554290772	0.781600008580463	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
PLN	-0.277234554290772	0.781600008580463	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP1-302G2.5	0.277104318141937	0.781700006214949	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
TXNDC11	-0.277104318141937	0.781700006214949	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
RP11-161M6.2	0.276322990655899	0.78229999908918	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
SOX8	0.276322990655899	0.78229999908918	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
ZNF667-AS1	0.276322990655899	0.78229999908918	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
OGDH	0.276192784309387	0.782399999061523	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	yes	no	not_fdr_supported	proxy only
KIAA0556	-0.276062577962875	0.782500002630135	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
CTD-2378E12.1	-0.275932371616364	0.782600009793451	0.956553383190776	GTEx_v8_Kidney_Cortex	1	one_snp_model	no	no	not_fdr_supported	proxy only
