gene	reporting_group	curated_exemplar_flag	broad_compartment	mean_expression	detection_fraction	n_donors_detected	dominant_compartment	loop_tal_detection_fraction	loop_tal_mean_expression	notes
SLC34A1	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0	0	0	Endothelial	0	0	descriptive single-gene expression summary; no gene-level causal inference
SLC4A1AP	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.0989069551370246	0.0792562196906655	4	Endothelial	0.0907407407407407	0.111532037691645	descriptive single-gene expression summary; no gene-level causal inference
SLC4A1AP	R1_MAGMA_Bonferroni_only	no	Endothelial	0.114167243494237	0.0922595777951525	4	Endothelial	0.0907407407407407	0.111532037691645	descriptive single-gene expression summary; no gene-level causal inference
SLC4A1AP	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.110924683282287	0.0885447106954997	4	Endothelial	0.0907407407407407	0.111532037691645	descriptive single-gene expression summary; no gene-level causal inference
SLC4A1AP	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.0857512720735715	0.072003388394748	3	Endothelial	0.0907407407407407	0.111532037691645	descriptive single-gene expression summary; no gene-level causal inference
SLC4A1AP	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.111532037691645	0.0907407407407407	4	Endothelial	0.0907407407407407	0.111532037691645	descriptive single-gene expression summary; no gene-level causal inference
SLC4A1AP	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.0560632055584863	0.0540540540540541	3	Endothelial	0.0907407407407407	0.111532037691645	descriptive single-gene expression summary; no gene-level causal inference
SPATA31H1	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal		0	0	not_detected	0	0	gene not present in Seurat rownames
SPATA31H1	R1_MAGMA_Bonferroni_only	no	Endothelial		0	0	not_detected	0	0	gene not present in Seurat rownames
SPATA31H1	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal		0	0	not_detected	0	0	gene not present in Seurat rownames
SPATA31H1	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial		0	0	not_detected	0	0	gene not present in Seurat rownames
SPATA31H1	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL		0	0	not_detected	0	0	gene not present in Seurat rownames
SPATA31H1	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle		0	0	not_detected	0	0	gene not present in Seurat rownames
SPCS1	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.344784040707921	0.215300295560848	4	Loop_of_Henle_TAL	0.222222222222222	0.358068299936884	descriptive single-gene expression summary; no gene-level causal inference
SPCS1	R1_MAGMA_Bonferroni_only	no	Endothelial	0.356215467162178	0.220875684128225	4	Loop_of_Henle_TAL	0.222222222222222	0.358068299936884	descriptive single-gene expression summary; no gene-level causal inference
SPCS1	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.335878176674456	0.214202220923437	4	Loop_of_Henle_TAL	0.222222222222222	0.358068299936884	descriptive single-gene expression summary; no gene-level causal inference
SPCS1	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.343676128035351	0.207962727657772	4	Loop_of_Henle_TAL	0.222222222222222	0.358068299936884	descriptive single-gene expression summary; no gene-level causal inference
SPCS1	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.358068299936884	0.222222222222222	4	Loop_of_Henle_TAL	0.222222222222222	0.358068299936884	descriptive single-gene expression summary; no gene-level causal inference
SPCS1	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.33372300035514	0.189189189189189	3	Loop_of_Henle_TAL	0.222222222222222	0.358068299936884	descriptive single-gene expression summary; no gene-level causal inference
STH	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal		0	0	not_detected	0	0	gene not present in Seurat rownames
STH	R1_MAGMA_Bonferroni_only	no	Endothelial		0	0	not_detected	0	0	gene not present in Seurat rownames
STH	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal		0	0	not_detected	0	0	gene not present in Seurat rownames
STH	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial		0	0	not_detected	0	0	gene not present in Seurat rownames
STH	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL		0	0	not_detected	0	0	gene not present in Seurat rownames
STH	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle		0	0	not_detected	0	0	gene not present in Seurat rownames
TBX2	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Collecting_duct_principal	0.321548807491676	0.227007948578151	4	Loop_of_Henle_TAL	0.22962962962963	0.36252936710625	descriptive single-gene expression summary; no gene-level causal inference
TBX2	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Endothelial	0.319358342947978	0.224784988272088	4	Loop_of_Henle_TAL	0.22962962962963	0.36252936710625	descriptive single-gene expression summary; no gene-level causal inference
TBX2	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Fibroblast_stromal	0.335101337962797	0.234073641145529	4	Loop_of_Henle_TAL	0.22962962962963	0.36252936710625	descriptive single-gene expression summary; no gene-level causal inference
TBX2	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Injured_undifferentiated_epithelial	0.324725522527317	0.221516306649725	3	Loop_of_Henle_TAL	0.22962962962963	0.36252936710625	descriptive single-gene expression summary; no gene-level causal inference
TBX2	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Loop_of_Henle_TAL	0.36252936710625	0.22962962962963	4	Loop_of_Henle_TAL	0.22962962962963	0.36252936710625	descriptive single-gene expression summary; no gene-level causal inference
TBX2	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Pericyte_smooth_muscle	0.219690945900975	0.155405405405405	3	Loop_of_Henle_TAL	0.22962962962963	0.36252936710625	descriptive single-gene expression summary; no gene-level causal inference
TFAP2B	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.126117555769139	0.0907343108841	4	Loop_of_Henle_TAL	0.103703703703704	0.145064972376121	descriptive single-gene expression summary; no gene-level causal inference
TFAP2B	R1_MAGMA_Bonferroni_only	no	Endothelial	0.115924724878869	0.0895230648944488	4	Loop_of_Henle_TAL	0.103703703703704	0.145064972376121	descriptive single-gene expression summary; no gene-level causal inference
TFAP2B	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.119052035153063	0.0853302162478083	3	Loop_of_Henle_TAL	0.103703703703704	0.145064972376121	descriptive single-gene expression summary; no gene-level causal inference
TFAP2B	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.115227378501603	0.0821685726387124	4	Loop_of_Henle_TAL	0.103703703703704	0.145064972376121	descriptive single-gene expression summary; no gene-level causal inference
TFAP2B	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.145064972376121	0.103703703703704	4	Loop_of_Henle_TAL	0.103703703703704	0.145064972376121	descriptive single-gene expression summary; no gene-level causal inference
TFAP2B	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.137151461670193	0.101351351351351	3	Loop_of_Henle_TAL	0.103703703703704	0.145064972376121	descriptive single-gene expression summary; no gene-level causal inference
TNXB	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Collecting_duct_principal	0.0563151521279976	0.0423254612757898	4	Loop_of_Henle_TAL	0.0555555555555556	0.0689725500380683	descriptive single-gene expression summary; no gene-level causal inference
TNXB	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Endothelial	0.051031052721076	0.0390930414386239	4	Loop_of_Henle_TAL	0.0555555555555556	0.0689725500380683	descriptive single-gene expression summary; no gene-level causal inference
TNXB	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Fibroblast_stromal	0.0457922498623062	0.0362361192285213	3	Loop_of_Henle_TAL	0.0555555555555556	0.0689725500380683	descriptive single-gene expression summary; no gene-level causal inference
TNXB	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Injured_undifferentiated_epithelial	0.0588566265649403	0.0419313850063532	4	Loop_of_Henle_TAL	0.0555555555555556	0.0689725500380683	descriptive single-gene expression summary; no gene-level causal inference
TNXB	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Loop_of_Henle_TAL	0.0689725500380683	0.0555555555555556	3	Loop_of_Henle_TAL	0.0555555555555556	0.0689725500380683	descriptive single-gene expression summary; no gene-level causal inference
TNXB	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Pericyte_smooth_muscle	0.0553909857480737	0.0405405405405405	3	Loop_of_Henle_TAL	0.0555555555555556	0.0689725500380683	descriptive single-gene expression summary; no gene-level causal inference
TRIOBP	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Collecting_duct_principal	0.244511535459799	0.183965106602772	4	Injured_undifferentiated_epithelial	0.185185185185185	0.241968931829243	descriptive single-gene expression summary; no gene-level causal inference
TRIOBP	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Endothelial	0.24169633029743	0.18295543393276	4	Injured_undifferentiated_epithelial	0.185185185185185	0.241968931829243	descriptive single-gene expression summary; no gene-level causal inference
TRIOBP	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Fibroblast_stromal	0.241335574053542	0.182349503214494	4	Injured_undifferentiated_epithelial	0.185185185185185	0.241968931829243	descriptive single-gene expression summary; no gene-level causal inference
TRIOBP	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Injured_undifferentiated_epithelial	0.270392452468796	0.19144430326133	4	Injured_undifferentiated_epithelial	0.185185185185185	0.241968931829243	descriptive single-gene expression summary; no gene-level causal inference
TRIOBP	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Loop_of_Henle_TAL	0.241968931829243	0.185185185185185	4	Injured_undifferentiated_epithelial	0.185185185185185	0.241968931829243	descriptive single-gene expression summary; no gene-level causal inference
TRIOBP	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Pericyte_smooth_muscle	0.197214991861992	0.155405405405405	3	Injured_undifferentiated_epithelial	0.185185185185185	0.241968931829243	descriptive single-gene expression summary; no gene-level causal inference
UGT8	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.208670727126716	0.156475078194496	4	Loop_of_Henle_TAL	0.172222222222222	0.238693542144415	descriptive single-gene expression summary; no gene-level causal inference
UGT8	R1_MAGMA_Bonferroni_only	no	Endothelial	0.232991388858524	0.167709147771697	4	Loop_of_Henle_TAL	0.172222222222222	0.238693542144415	descriptive single-gene expression summary; no gene-level causal inference
UGT8	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.196211202918183	0.145236703682057	4	Loop_of_Henle_TAL	0.172222222222222	0.238693542144415	descriptive single-gene expression summary; no gene-level causal inference
UGT8	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.201880228748213	0.143159678102499	4	Loop_of_Henle_TAL	0.172222222222222	0.238693542144415	descriptive single-gene expression summary; no gene-level causal inference
UGT8	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.238693542144415	0.172222222222222	4	Loop_of_Henle_TAL	0.172222222222222	0.238693542144415	descriptive single-gene expression summary; no gene-level causal inference
UGT8	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.204402502660796	0.162162162162162	3	Loop_of_Henle_TAL	0.172222222222222	0.238693542144415	descriptive single-gene expression summary; no gene-level causal inference
UMOD	R1_MAGMA_Bonferroni_only	yes	Collecting_duct_principal	0.191858290036989	0.0909925679359523	4	Collecting_duct_principal	0.0759259259259259	0.162056515674989	descriptive single-gene expression summary; no gene-level causal inference
UMOD	R1_MAGMA_Bonferroni_only	yes	Endothelial	0.174694445525594	0.0840500390930414	4	Collecting_duct_principal	0.0759259259259259	0.162056515674989	descriptive single-gene expression summary; no gene-level causal inference
UMOD	R1_MAGMA_Bonferroni_only	yes	Fibroblast_stromal	0.187981197522534	0.0905902980713033	4	Collecting_duct_principal	0.0759259259259259	0.162056515674989	descriptive single-gene expression summary; no gene-level causal inference
UMOD	R1_MAGMA_Bonferroni_only	yes	Injured_undifferentiated_epithelial	0.180790357073434	0.0859805167301991	4	Collecting_duct_principal	0.0759259259259259	0.162056515674989	descriptive single-gene expression summary; no gene-level causal inference
UMOD	R1_MAGMA_Bonferroni_only	yes	Loop_of_Henle_TAL	0.162056515674989	0.0759259259259259	4	Collecting_duct_principal	0.0759259259259259	0.162056515674989	descriptive single-gene expression summary; no gene-level causal inference
UMOD	R1_MAGMA_Bonferroni_only	yes	Pericyte_smooth_muscle	0.17608040629287	0.0878378378378378	3	Collecting_duct_principal	0.0759259259259259	0.162056515674989	descriptive single-gene expression summary; no gene-level causal inference
YAF2	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.299927186898613	0.224396682831645	4	Loop_of_Henle_TAL	0.225925925925926	0.309920091114226	descriptive single-gene expression summary; no gene-level causal inference
YAF2	R1_MAGMA_Bonferroni_only	no	Endothelial	0.291790497207617	0.217748240813135	4	Loop_of_Henle_TAL	0.225925925925926	0.309920091114226	descriptive single-gene expression summary; no gene-level causal inference
YAF2	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.30080286433821	0.232028053769725	4	Loop_of_Henle_TAL	0.225925925925926	0.309920091114226	descriptive single-gene expression summary; no gene-level causal inference
YAF2	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.287696144613324	0.215163066497247	4	Loop_of_Henle_TAL	0.225925925925926	0.309920091114226	descriptive single-gene expression summary; no gene-level causal inference
YAF2	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.309920091114226	0.225925925925926	4	Loop_of_Henle_TAL	0.225925925925926	0.309920091114226	descriptive single-gene expression summary; no gene-level causal inference
YAF2	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.246621194308033	0.182432432432432	3	Loop_of_Henle_TAL	0.225925925925926	0.309920091114226	descriptive single-gene expression summary; no gene-level causal inference
ZCRB1	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Collecting_duct_principal	0.21591564603948	0.144939596545095	4	Endothelial	0.12037037037037	0.17732877098526	descriptive single-gene expression summary; no gene-level causal inference
ZCRB1	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Endothelial	0.227884435730922	0.150508209538702	4	Endothelial	0.12037037037037	0.17732877098526	descriptive single-gene expression summary; no gene-level causal inference
ZCRB1	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Fibroblast_stromal	0.218566179298063	0.149620105201636	4	Endothelial	0.12037037037037	0.17732877098526	descriptive single-gene expression summary; no gene-level causal inference
ZCRB1	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Injured_undifferentiated_epithelial	0.223865954335887	0.139347734011012	4	Endothelial	0.12037037037037	0.17732877098526	descriptive single-gene expression summary; no gene-level causal inference
ZCRB1	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Loop_of_Henle_TAL	0.17732877098526	0.12037037037037	3	Endothelial	0.12037037037037	0.17732877098526	descriptive single-gene expression summary; no gene-level causal inference
ZCRB1	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	no	Pericyte_smooth_muscle	0.192981466604857	0.141891891891892	3	Endothelial	0.12037037037037	0.17732877098526	descriptive single-gene expression summary; no gene-level causal inference
ZFPM1	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.100750100144655	0.0813796665614508	4	Collecting_duct_principal	0.0759259259259259	0.090368317751745	descriptive single-gene expression summary; no gene-level causal inference
ZFPM1	R1_MAGMA_Bonferroni_only	no	Endothelial	0.0988305035875022	0.0828772478498827	4	Collecting_duct_principal	0.0759259259259259	0.090368317751745	descriptive single-gene expression summary; no gene-level causal inference
ZFPM1	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.0884828240321738	0.0753945061367621	4	Collecting_duct_principal	0.0759259259259259	0.090368317751745	descriptive single-gene expression summary; no gene-level causal inference
ZFPM1	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.100456932054255	0.0779330792037272	4	Collecting_duct_principal	0.0759259259259259	0.090368317751745	descriptive single-gene expression summary; no gene-level causal inference
ZFPM1	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.090368317751745	0.0759259259259259	3	Collecting_duct_principal	0.0759259259259259	0.090368317751745	descriptive single-gene expression summary; no gene-level causal inference
ZFPM1	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.0825000419292669	0.0743243243243243	3	Collecting_duct_principal	0.0759259259259259	0.090368317751745	descriptive single-gene expression summary; no gene-level causal inference
ZNF512	R1_MAGMA_Bonferroni_only	no	Collecting_duct_principal	0.180544106966498	0.155958564090792	4	Loop_of_Henle_TAL	0.185185185185185	0.221868191621607	descriptive single-gene expression summary; no gene-level causal inference
ZNF512	R1_MAGMA_Bonferroni_only	no	Endothelial	0.174130322171513	0.148162627052385	4	Loop_of_Henle_TAL	0.185185185185185	0.221868191621607	descriptive single-gene expression summary; no gene-level causal inference
ZNF512	R1_MAGMA_Bonferroni_only	no	Fibroblast_stromal	0.201507557652564	0.173290473407364	4	Loop_of_Henle_TAL	0.185185185185185	0.221868191621607	descriptive single-gene expression summary; no gene-level causal inference
ZNF512	R1_MAGMA_Bonferroni_only	no	Injured_undifferentiated_epithelial	0.181292115365294	0.153748411689962	4	Loop_of_Henle_TAL	0.185185185185185	0.221868191621607	descriptive single-gene expression summary; no gene-level causal inference
ZNF512	R1_MAGMA_Bonferroni_only	no	Loop_of_Henle_TAL	0.221868191621607	0.185185185185185	4	Loop_of_Henle_TAL	0.185185185185185	0.221868191621607	descriptive single-gene expression summary; no gene-level causal inference
ZNF512	R1_MAGMA_Bonferroni_only	no	Pericyte_smooth_muscle	0.206762469962712	0.175675675675676	3	Loop_of_Henle_TAL	0.185185185185185	0.221868191621607	descriptive single-gene expression summary; no gene-level causal inference
